"VALDATA","VALVALOR"
"2024-05-01",1112.26
"2024-06-01",1117.787
"2024-07-01",1127.101
"2024-08-01",1128.408
"2024-09-01",1139.981
"2024-10-01",1157.516
"2024-11-01",1171.21
"2024-12-01",1181.407
"2025-01-01",1182.693
"2025-02-01",1194.518
"2025-03-01",1188.55
"2025-04-01",1192.079
"2025-05-01",1181.945
"2025-06-01",1160.613
